1345602921.34299990,-0.08254500,0.36708450,-0.15697000,-0.65049600,0.01601600,-0.00000000,-0.03765000,-0.01464960,0.13798400,-0.19844000,-0.05255000,-0.04158960,0.20992800,-0.17880000,-0.07357000,0.09917040,0.14858100,-0.29120000,-0.06916000,0.13493040,-0.21840000,0.54369000,0.09016000,0.00000000
1345602921.35900000,-0.08254500,0.36708450,-0.15697000,-0.65049600,0.01601600,-0.00000000,-0.03765000,-0.01464960,0.13798400,-0.19844000,-0.05255000,-0.04158960,0.20992800,-0.17880000,-0.07357000,0.09917040,0.14858100,-0.29120000,-0.06916000,0.13493040,-0.21840000,0.54369000,0.09016000,5.00000000
1345602921.37500000,-0.08254500,0.36708450,-0.15697000,-0.65049600,0.01601600,-0.00000000,-0.03765000,-0.01464960,0.13798400,-0.23452000,-0.05255000,-0.04158960,0.20992800,-0.17880000,-0.07357000,0.09917040,0.14858100,-0.29120000,-0.06916000,0.13493040,-0.21840000,0.54369000,0.09016000,10.00000000
1345602921.39000010,-0.08254500,0.36708450,-0.15697000,-0.65049600,-0.01601600,-0.00000000,-0.03765000,-0.01464960,0.13798400,-0.23452000,-0.05255000,-0.04158960,0.17494000,-0.21456000,-0.07357000,0.09917040,0.14858100,-0.32760000,-0.06916000,0.13493040,-0.21840000,0.54369000,0.09016000,0.00000000
1345602921.40599990,-0.08254500,0.36708450,-0.15697000,-0.65049600,-0.01601600,-0.00000000,-0.03765000,-0.01464960,0.13798400,-0.23452000,-0.05255000,-0.04158960,0.17494000,-0.21456000,-0.07357000,0.09917040,0.14858100,-0.32760000,-0.06916000,0.13493040,-0.21840000,0.54369000,0.09016000,0.00000000
1345602921.42100000,-0.08254500,0.36708450,-0.15697000,-0.65049600,-0.01601600,-0.00000000,-0.03765000,-0.01464960,0.13798400,-0.23452000,-0.05255000,-0.04158960,0.17494000,-0.21456000,-0.07357000,0.09917040,0.14858100,-0.32760000,-0.06916000,0.13493040,-0.21840000,0.54369000,0.09016000,0.00000000
1345602921.43700000,-0.08254500,0.36708450,-0.15697000,-0.65049600,-0.01601600,-0.00000000,-0.03765000,-0.01464960,0.13798400,-0.23452000,-0.05255000,-0.04158960,0.17494000,-0.21456000,-0.07357000,0.09917040,0.14858100,-0.32760000,-0.06916000,0.12301040,-0.21840000,0.54369000,0.09016000,0.00000000
1345602921.45300010,-0.08254500,0.36708450,-0.15697000,-0.65049600,-0.01601600,-0.00000000,-0.03765000,-0.01464960,0.13798400,-0.23452000,-0.05255000,-0.04158960,0.17494000,-0.21456000,-0.07357000,0.09917040,0.14858100,-0.32760000,-0.06916000,0.12301040,-0.21840000,0.54369000,0.09016000,0.00000000
1345602921.46799990,-0.08254500,0.36708450,-0.15697000,-0.65049600,-0.01601600,-0.00000000,-0.03765000,-0.01464960,0.13798400,-0.23452000,-0.05255000,-0.04158960,0.17494000,-0.21456000,-0.07357000,0.09917040,0.14858100,-0.32760000,-0.06916000,0.12301040,-0.21840000,0.54369000,0.09016000,0.00000000
1345602921.48400000,-0.08254500,0.36708450,-0.15697000,-0.65049600,-0.01601600,-0.00000000,-0.03765000,-0.01464960,0.10348800,-0.23452000,-0.05255000,-0.04158960,0.17494000,-0.21456000,-0.07357000,0.09917040,0.11556300,-0.32760000,-0.06916000,0.12301040,-0.21840000,0.54369000,0.09016000,0.00000000
1345602921.50000000,-0.08254500,0.36708450,-0.15697000,-0.65049600,-0.01601600,-0.00000000,-0.03765000,-0.02140256,0.10348800,-0.23452000,-0.05255000,-0.03936256,0.17494000,-0.21456000,-0.07357000,0.10139744,0.11556300,-0.32760000,-0.06916000,0.12523744,-0.21840000,0.54369000,0.09016000,0.00000000
1345602921.51500010,-0.08254500,0.36708450,-0.15697000,-0.65049600,-0.01601600,-0.00000000,-0.03765000,-0.02140256,0.10348800,-0.23452000,-0.05255000,-0.03936256,0.17494000,-0.21456000,-0.07357000,0.10139744,0.11556300,-0.32760000,-0.06916000,0.12523744,-0.21840000,0.54369000,0.09016000,0.00000000
1345602921.53099990,-0.08254500,0.36708450,-0.15697000,-0.65049600,-0.01601600,-0.00000000,-0.03765000,-0.02140256,0.10348800,-0.23452000,-0.05255000,-0.03936256,0.17494000,-0.21456000,-0.07357000,0.10139744,0.11556300,-0.32760000,-0.06916000,0.12523744,-0.21840000,0.54369000,0.09016000,0.00000000
1345602921.54600000,-0.08254500,0.36708450,-0.15697000,-0.65049600,-0.01601600,-0.00000000,-0.03765000,-0.02140256,0.10348800,-0.23452000,-0.05255000,-0.03936256,0.17494000,-0.21456000,-0.07357000,0.10139744,0.11556300,-0.32760000,-0.06916000,0.12523744,-0.21840000,0.54369000,0.09016000,0.00000000
