-145.1074219,-772.4179688,309.1904297,-121.9702148,76.53076172,-26.21337891,6236,0,0
-144.9958008,-772.4179688,309.1904297,-121.9702148,76.53076172,-26.21337891,6236,0.004999876022,5
-144.9958008,-772.4179688,309.1904297,-121.9702148,76.50878906,-26.21337891,6240,0.009999990463,0
-144.9958008,-772.4179688,309.1904297,-121.9702148,76.50878906,-26.21337891,6244,0.01499986649,0
-144.8841797,-772.5295898,309.1904297,-121.9702148,76.50878906,-26.21337891,6248,0.01989984512,0
-144.8841797,-772.5295898,309.1904297,-121.9702148,76.50878906,-26.21337891,6252,0.02489995956,0
-144.8841797,-772.5295898,309.3020508,-121.9702148,76.48681641,-26.21337891,6256,0.02989983559,0
-144.8841797,-772.6412109,309.3020508,-121.9702148,76.48681641,-26.21337891,6256,0.03479981422,0
-144.8841797,-772.6412109,309.3020508,-121.9702148,76.48681641,-26.19140625,6260,0.03979992867,0
-144.8841797,-772.752832,309.3020508,-121.9482422,76.48681641,-26.19140625,6264,0.04479980469,0
-144.9958008,-772.752832,309.3020508,-121.9482422,76.48681641,-26.16943359,6268,0.04969978333,0
-144.9958008,-772.752832,309.4136719,-121.9482422,76.46484375,-26.14746094,6272,0.05469989777,0
-144.9958008,-772.752832,309.4136719,-121.9262695,76.46484375,-26.14746094,6276,0.05970001221,0
-144.9958008,-772.8644531,309.4136719,-121.9262695,76.46484375,-26.12548828,6280,0.06459999084,0
-145.1074219,-772.8644531,309.525293,-121.9042969,76.44287109,-26.10351563,6280,0.06959986687,0
-145.1074219,-772.8644531,309.525293,-121.9042969,76.44287109,-26.10351563,6284,0.07459998131,0
-145.219043,-772.8644531,309.6369141,-121.9042969,76.44287109,-26.10351563,6288,0.07959985733,0
-145.219043,-772.8644531,309.6369141,-121.9042969,76.42089844,-26.08154297,6292,0.08449983597,0
