-495.4860352,-317.5620117,-23.2171875,178.1323242,-1.735839844,-56.46972656,2448,0,0
-495.3744141,-317.1155273,-23.66367187,178.0444336,-1.999511719,-56.66748047,2448,0.004899978638,0
-495.3744141,-316.669043,-24.11015625,177.9345703,-2.307128906,-56.88720703,2448,0.009900093079,0
-495.262793,-315.9993164,-24.44501953,177.8027344,-2.724609375,-57.17285156,2452,0.0148999691,0
-495.3744141,-315.2179687,-24.66826172,177.6269531,-3.186035156,-57.43652344,2456,0.01980018616,0
-495.5976563,-314.4366211,-24.89150391,177.4731445,-3.669433594,-57.72216797,2464,0.02480006218,0
-495.7092773,-313.4320312,-25.22636719,177.253418,-4.284667969,-58.09570313,2476,0.02980017662,0
-496.0441406,-312.5390625,-25.44960937,177.0556641,-4.877929688,-58.42529297,2488,0.03470015526,0
-496.2673828,-311.6460937,-25.44960937,176.8579102,-5.493164063,-58.75488281,2500,0.03970003128,0
-496.6022461,-310.5298828,-25.44960937,176.6601563,-6.240234375,-59.19433594,2512,0.04470014572,0
-496.7138672,-310.1950195,-25.56123047,176.5283203,-6.833496094,-59.56787109,2520,0.04970002174,0
-496.9371094,-310.0833984,-25.33798828,176.4404297,-7.426757813,-59.89746094,2528,0.05460000038,0
-496.9371094,-310.1950195,-25.44960937,176.418457,-7.998046875,-60.33691406,2536,0.05960011482,0
-496.8254883,-310.8647461,-26.00771484,176.484375,-8.393554688,-60.77636719,2540,0.06459999084,0
-496.6022461,-311.5344727,-26.23095703,176.550293,-8.767089844,-61.14990234,2544,0.06949996948,0
-496.3790039,-312.5390625,-26.7890625,176.6821289,-9.052734375,-61.56738281,2552,0.07450008392,0
-496.0441406,-313.4320312,-27.79365234,176.8139648,-9.228515625,-62.00683594,2556,0.07949995995,0
-495.7092773,-314.2133789,-28.24013672,176.9238281,-9.426269531,-62.38037109,2560,0.084400177,0
-495.4860352,-314.9947266,-28.79824219,177.0336914,-9.558105469,-62.73193359,2560,0.08940005302,0
-495.1511719,-315.7760742,-29.46796875,177.1655273,-9.624023438,-63.10546875,2560,0.09440016747,0
-494.8163086,-316.5574219,-30.13769531,177.2973633,-9.66796875,-63.47900391,2564,0.09940004349,0
-494.5930664,-317.3387695,-30.69580078,177.3852539,-9.689941406,-63.76464844,2560,0.1043000221,0
-494.3698242,-317.896875,-31.36552734,177.4731445,-9.689941406,-64.09423828,2560,0.1093001366,0
-494.146582,-318.3433594,-32.03525391,177.5610352,-9.66796875,-64.40185547,2556,0.1143000126,0
