-500.2857422,-321.0222656,-25.003125,178.9892578,-0.1098632813,-55.87646484,2364,0,0
-499.6160156,-321.9152344,-25.56123047,178.9892578,-0.2197265625,-55.70068359,2368,0.004899978638,0
-498.834668,-322.696582,-26.00771484,179.0112305,-0.3515625,-55.52490234,2376,0.00989985466,0
-498.1649414,-323.4779297,-26.56582031,179.0112305,-0.4614257813,-55.41503906,2384,0.0148999691,0
-497.3835937,-324.1476562,-27.23554687,179.0332031,-0.5493164063,-55.28320313,2392,0.01979994774,0
-496.6022461,-324.8173828,-27.57041016,179.0551758,-0.6811523438,-55.15136719,2396,0.02480006218,0
-495.9325195,-325.3754883,-28.12851562,179.0771484,-0.7690429688,-55.08544922,2404,0.0297999382,0
-495.262793,-325.9335938,-28.79824219,179.1210938,-0.8349609375,-55.01953125,2412,0.03480005264,0
-494.4814453,-326.3800781,-29.02148438,179.1650391,-0.9448242188,-54.93164063,2420,0.03970003128,0
-493.9233398,-326.9381836,-29.35634766,179.230957,-1.032714844,-54.88769531,2424,0.0446999073,0
-493.2536133,-327.4962891,-29.80283203,179.3188477,-1.076660156,-54.84375,2432,0.04970002174,0
-492.5838867,-327.9427734,-29.91445312,179.4067383,-1.164550781,-54.77783203,2436,0.05460000038,0
-492.1374023,-328.5008789,-30.02607422,179.4946289,-1.252441406,-54.75585938,2440,0.0595998764,0
-491.690918,-328.8357422,-30.13769531,179.5825195,-1.318359375,-54.73388672,2444,0.06459999084,0
-491.2444336,-329.2822266,-30.13769531,179.6704102,-1.450195313,-54.68994141,2448,0.06949996948,0
-490.9095703,-329.5054687,-30.02607422,179.7363281,-1.538085938,-54.66796875,2448,0.07450008392,0
-490.574707,-329.6170898,-29.91445312,179.8242188,-1.669921875,-54.64599609,2448,0.07949995995,0
-490.2398437,-329.840332,-29.80283203,179.8901367,-1.823730469,-54.64599609,2452,0.08450007439,0
-490.0166016,-329.840332,-29.69121094,179.9560547,-1.955566406,-54.62402344,2452,0.08940005302,0
-489.7933594,-329.9519531,-29.46796875,-179.9560547,-2.109375,-54.60205078,2452,0.09439992905,0
-489.5701172,-329.9519531,-29.46796875,-179.8901367,-2.307128906,-54.60205078,2452,0.09940004349,0
-489.346875,-330.0635742,-29.35634766,-179.8022461,-2.4609375,-54.58007813,2452,0.1043000221,0
-489.2352539,-329.9519531,-29.13310547,-179.7363281,-2.658691406,-54.55810547,2448,0.1092998981,0
-489.0120117,-329.9519531,-29.13310547,-179.6704102,-2.856445313,-54.53613281,2448,0.1143000126,0
-488.9003906,-329.840332,-29.02148438,-179.5825195,-3.054199219,-54.51416016,2448,0.1191999912,0
-488.6771484,-329.6170898,-29.02148438,-179.5166016,-3.295898438,-54.47021484,2444,0.1241998672,0
-488.4539062,-329.3938477,-29.02148438,-179.4287109,-3.515625,-54.42626953,2444,0.1291999817,0
-488.2306641,-329.1706055,-29.02148438,-179.3188477,-3.801269531,-54.33837891,2440,0.1341998577,0
-488.119043,-328.8357422,-29.13310547,-179.2089844,-4.064941406,-54.25048828,2440,0.1391000748,0
-488.0074219,-328.6125,-29.13310547,-179.1210938,-4.306640625,-54.16259766,2440,0.1440999508,0
-487.7841797,-328.2776367,-29.24472656,-178.9672852,-4.614257813,-54.00878906,2436,0.1491000652,0
-487.6725586,-327.9427734,-29.35634766,-178.8354492,-4.877929688,-53.89892578,2432,0.1540000439,0
-487.5609375,-327.6079102,-29.35634766,-178.7255859,-5.119628906,-53.76708984,2428,0.1589999199,0
