10026.00000000,0.04931527,-24.05629921,6.56278372,2411.46668338,0.00000000
10027.00000000,0.03908212,-24.03338814,6.55729771,2411.46776839,0.00000000
10028.00000000,0.03055012,-24.00981903,6.56222391,2411.47952444,0.00000000
10029.00000000,0.02031085,-23.98506546,6.56425524,2411.48048793,0.00000000
10030.00000000,0.00772162,-23.96148109,6.56481075,2411.48143729,0.00000000
10031.00000000,-0.00660554,-23.94116783,6.56489038,2411.48240117,0.00000000
10032.00000000,-0.01896851,-23.92523384,6.56374550,2411.49712667,0.00000000
10033.00000000,-0.02860049,-23.91355133,6.56361437,2411.49805458,0.00000000
10034.00000000,-0.03451674,-23.90598297,6.56389618,2411.49900466,0.00000000
10035.00000000,-0.03811065,-23.90229034,6.56370020,2411.49997931,0.00000000
10036.00000000,-0.03984901,-23.90059471,6.56391668,2411.51174530,0.00000000
10037.00000000,-0.04054506,-23.89995003,6.56451082,2411.51272100,0.00000000
10038.00000000,-0.04113083,-23.89987946,6.56542492,2411.51369039,0.00000000
10039.00000000,-0.04117895,-23.90020180,6.56597471,2411.52541918,0.00000000
10040.00000000,-0.04123994,-23.90039825,6.56634569,2411.52636091,0.00000000
10041.00000000,-0.04196701,-23.90046692,6.56606722,2411.52732393,0.00000000
10042.00000000,-0.04272826,-23.90023804,6.56542778,2411.52829871,0.00000000
10043.00000000,-0.04379833,-23.89995384,6.56464243,2411.54005724,0.00000000
10044.00000000,-0.04511764,-23.89947128,6.56408310,2411.54100839,0.00000000
10045.00000000,-0.04683090,-23.89891052,6.56309557,2411.54197165,0.00000000
10046.00000000,-0.04941554,-23.89809036,6.56298828,2411.55371927,0.00000000
10047.00000000,-0.05308507,-23.89758301,6.56251001,2411.55473581,0.00000000
10048.00000000,-0.05922321,-23.89726830,6.56154728,2411.55566925,0.00000000
10049.00000000,-0.06928416,-23.89577103,6.56178379,2411.57816446,0.00000000
10050.00000000,-0.08482019,-23.89318085,6.56159067,2411.57912515,0.00000000
10051.00000000,-0.10192347,-23.88862610,6.56249809,2411.58010805,0.00000000
10052.00000000,-0.12367409,-23.88296890,6.56251001,2411.58108819,0.00000000
10053.00000000,-0.14916828,-23.87649727,6.56146479,2411.58204176,0.00000000
10054.00000000,-0.17812242,-23.86951637,6.56033897,2411.58298530,0.00000000
10055.00000000,-0.20890939,-23.86295700,6.56004524,2411.58399088,0.00000000
10056.00000000,-0.23848112,-23.85663795,6.56004858,2411.60552506,0.00000000
10057.00000000,-0.26516122,-23.85142708,6.56034040,2411.60645616,0.00000000
10058.00000000,-0.28970245,-23.84732628,6.56032133,2411.60739990,0.00000000
10059.00000000,-0.31178534,-23.84455872,6.55968046,2411.60837403,0.00000000
10060.00000000,-0.33241409,-23.84248161,6.55963993,2411.60935033,0.00000000
