2846.00000000,16575.00000000,208.00000000,0.00000000,2173209.00000000,5.00000000
2844.00000000,16578.00000000,172.00000000,0.00000000,2173218.00000000,0.00000000
2839.00000000,16600.00000000,120.00000000,0.00000000,2173227.00000000,0.00000000
2839.00000000,16600.00000000,68.00000000,334.00000000,2173236.00000000,0.00000000
2816.00000000,16698.00000000,0.00000000,363.00000000,2173245.00000000,0.00000000
2815.00000000,16748.00000000,0.00000000,400.00000000,2173254.00000000,0.00000000
2815.00000000,16787.00000000,0.00000000,424.00000000,2173263.00000000,0.00000000
2823.00000000,16815.00000000,0.00000000,441.00000000,2173272.00000000,0.00000000
2830.00000000,16833.00000000,0.00000000,439.00000000,2173281.00000000,0.00000000
2836.00000000,16842.00000000,0.00000000,434.00000000,2173290.00000000,0.00000000
2847.00000000,16848.00000000,0.00000000,425.00000000,2173299.00000000,0.00000000
2860.00000000,16848.00000000,0.00000000,413.00000000,2173309.00000000,0.00000000
2876.00000000,16844.00000000,0.00000000,396.00000000,2173318.00000000,0.00000000
2888.00000000,16838.00000000,0.00000000,383.00000000,2173327.00000000,0.00000000
2898.00000000,16828.00000000,0.00000000,374.00000000,2173336.00000000,0.00000000
2906.00000000,16820.00000000,0.00000000,371.00000000,2173345.00000000,0.00000000
2915.00000000,16813.00000000,0.00000000,367.00000000,2173354.00000000,0.00000000
2927.00000000,16806.00000000,0.00000000,367.00000000,2173363.00000000,0.00000000
2940.00000000,16802.00000000,0.00000000,370.00000000,2173372.00000000,0.00000000
2964.00000000,16801.00000000,0.00000000,375.00000000,2173381.00000000,0.00000000
2994.00000000,16800.00000000,0.00000000,385.00000000,2173390.00000000,0.00000000
3033.00000000,16800.00000000,0.00000000,402.00000000,2173399.00000000,0.00000000
3083.00000000,16800.00000000,0.00000000,412.00000000,2173408.00000000,0.00000000
3144.00000000,16799.00000000,0.00000000,421.00000000,2173417.00000000,0.00000000
3216.00000000,16793.00000000,16.00000000,427.00000000,2173426.00000000,0.00000000
3303.00000000,16788.00000000,0.00000000,429.00000000,2173435.00000000,0.00000000
3408.00000000,16780.00000000,0.00000000,439.00000000,2173444.00000000,0.00000000
3523.00000000,16774.00000000,0.00000000,447.00000000,2173453.00000000,0.00000000
3654.00000000,16772.00000000,16.00000000,463.00000000,2173462.00000000,0.00000000
3798.00000000,16769.00000000,0.00000000,482.00000000,2173471.00000000,0.00000000
3952.00000000,16769.00000000,0.00000000,502.00000000,2173480.00000000,0.00000000
4126.00000000,16775.00000000,0.00000000,520.00000000,2173489.00000000,0.00000000
4313.00000000,16781.00000000,0.00000000,534.00000000,2173498.00000000,0.00000000
4516.00000000,16790.00000000,0.00000000,545.00000000,2173507.00000000,0.00000000
4738.00000000,16795.00000000,0.00000000,549.00000000,2173516.00000000,0.00000000
4969.00000000,16799.00000000,0.00000000,555.00000000,2173525.00000000,0.00000000
5217.00000000,16807.00000000,0.00000000,561.00000000,2173534.00000000,0.00000000
5474.00000000,16811.00000000,0.00000000,565.00000000,2173543.00000000,0.00000000
5740.00000000,16818.00000000,0.00000000,567.00000000,2173552.00000000,0.00000000
6019.00000000,16826.00000000,16.00000000,570.00000000,2173561.00000000,0.00000000
6312.00000000,16833.00000000,0.00000000,571.00000000,2173570.00000000,0.00000000
