33971.00000000,8077.00000000,1023.00000000,0.00000000,112919359.00000000,0.00000000
33974.00000000,8075.00000000,1023.00000000,0.00000000,112919369.00000000,5.00000000
33976.00000000,8073.00000000,1023.00000000,0.00000000,112919379.00000000,0.00000000
33977.00000000,8071.00000000,1023.00000000,0.00000000,112919389.00000000,0.00000000
33979.00000000,8068.00000000,1023.00000000,0.00000000,112919399.00000000,0.00000000
33982.00000000,8066.00000000,1023.00000000,0.00000000,112919409.00000000,0.00000000
33985.00000000,8064.00000000,1023.00000000,0.00000000,112919419.00000000,0.00000000
33990.00000000,8062.00000000,1023.00000000,0.00000000,112919429.00000000,0.00000000
33997.00000000,8061.00000000,1023.00000000,0.00000000,112919439.00000000,0.00000000
34005.00000000,8060.00000000,1023.00000000,0.00000000,112919449.00000000,0.00000000
34015.00000000,8058.00000000,1023.00000000,0.00000000,112919459.00000000,0.00000000
34025.00000000,8058.00000000,1023.00000000,0.00000000,112919469.00000000,0.00000000
34035.00000000,8057.00000000,1023.00000000,0.00000000,112919479.00000000,0.00000000
34044.00000000,8057.00000000,1023.00000000,0.00000000,112919489.00000000,0.00000000
34051.00000000,8057.00000000,1023.00000000,0.00000000,112919499.00000000,0.00000000
34057.00000000,8057.00000000,1023.00000000,0.00000000,112919509.00000000,0.00000000
34063.00000000,8057.00000000,1023.00000000,0.00000000,112919519.00000000,0.00000000
34067.00000000,8058.00000000,1023.00000000,0.00000000,112919529.00000000,0.00000000
34068.00000000,8064.00000000,1023.00000000,0.00000000,112919539.00000000,0.00000000
34068.00000000,8072.00000000,1023.00000000,0.00000000,112919549.00000000,0.00000000
34066.00000000,8079.00000000,1023.00000000,0.00000000,112919559.00000000,0.00000000
34060.00000000,8087.00000000,1023.00000000,0.00000000,112919569.00000000,0.00000000
34056.00000000,8094.00000000,1023.00000000,0.00000000,112919579.00000000,0.00000000
34052.00000000,8101.00000000,1023.00000000,0.00000000,112919589.00000000,0.00000000
34049.00000000,8108.00000000,1023.00000000,0.00000000,112919599.00000000,0.00000000
