158776.96335713,0.00000000,0.00000000,0.00000000,5.00000000
158777.50183060,0.00000000,0.00000000,1.00000000,0.00000000
158777.50282703,0.00000000,0.00000000,1.00000000,0.00000000
158777.50383100,0.00000000,0.00000000,1.00000000,0.00000000
158777.50475921,0.00000000,0.00000000,1.00000000,0.00000000
158777.50575292,0.00000000,0.00000000,1.00000000,0.00000000
158777.50675297,0.00000000,0.00000000,1.00000000,0.00000000
158777.50775301,0.00000000,0.00000000,1.00000000,0.00000000
158777.50875819,0.00000000,0.00000000,1.00000000,0.00000000
158777.50975371,0.00000000,0.00000000,1.00000000,0.00000000
158777.51074199,0.00000000,0.00000000,1.00000000,0.00000000
158777.51182625,0.00000000,0.00000000,1.00000000,0.00000000
158777.51274691,0.00000000,0.00000000,1.00000000,0.00000000
158777.51375904,0.00000000,0.00000000,1.00000000,0.00000000
158777.51475758,0.00000000,0.00000000,1.00000000,0.00000000
158777.51575249,0.00000000,0.00000000,1.00000000,0.00000000
158777.51676069,0.00000000,0.00000000,1.00000000,0.00000000
158777.51775259,0.00000000,0.00000000,1.00000000,0.00000000
158777.51874267,0.00000000,0.00000000,1.00000000,0.00000000
158777.51974151,0.00000000,0.00000000,1.00000000,0.00000000
158777.52074126,0.00000000,0.00000000,1.00000000,0.00000000
158777.52175248,0.00000000,0.00000000,1.00000000,0.00000000
158777.52275253,0.00000000,0.00000000,1.00000000,0.00000000
158777.52375137,0.00000000,0.00000000,1.00000000,0.00000000
158777.52474266,0.00000000,0.00000000,1.00000000,0.00000000
158777.52574120,0.00000000,0.00000000,1.00000000,0.00000000
158777.52674125,0.00000000,0.00000000,1.00000000,0.00000000
158777.52776182,0.00000000,0.00000000,1.00000000,0.00000000
