158771.84691327,0.00000000,0.00000000,0.00000000,5.00000000
158772.50385394,0.00000000,0.00000000,1.00000000,0.00000000
158772.50484282,0.00000000,0.00000000,1.00000000,0.00000000
158772.50585434,0.00000000,0.00000000,1.00000000,0.00000000
158772.50685288,0.00000000,0.00000000,1.00000000,0.00000000
158772.50785474,0.00000000,0.00000000,1.00000000,0.00000000
158772.50884966,0.00000000,0.00000000,1.00000000,0.00000000
158772.50984880,0.00000000,0.00000000,1.00000000,0.00000000
158772.51085277,0.00000000,0.00000000,1.00000000,0.00000000
158772.51184889,0.00000000,0.00000000,1.00000000,0.00000000
158772.51285136,0.00000000,0.00000000,1.00000000,0.00000000
158772.51384778,0.00000000,0.00000000,1.00000000,0.00000000
158772.51485658,0.00000000,0.00000000,1.00000000,0.00000000
158772.51585422,0.00000000,0.00000000,1.00000000,0.00000000
158772.51684793,0.00000000,0.00000000,1.00000000,0.00000000
158772.51784888,0.00000000,0.00000000,1.00000000,0.00000000
158772.51884802,0.00000000,0.00000000,1.00000000,0.00000000
158772.51984867,0.00000000,0.00000000,1.00000000,0.00000000
158772.52084812,0.00000000,0.00000000,1.00000000,0.00000000
158772.52180953,0.00000000,0.00000000,1.00000000,0.00000000
158772.52280354,0.00000000,0.00000000,1.00000000,0.00000000
158772.52380329,0.00000000,0.00000000,1.00000000,0.00000000
158772.52481692,0.00000000,0.00000000,1.00000000,0.00000000
158772.52580670,0.00000000,0.00000000,1.00000000,0.00000000
158772.52680373,0.00000000,0.00000000,1.00000000,0.00000000
158772.52780770,0.00000000,0.00000000,1.00000000,0.00000000
158772.52884971,0.00000000,0.00000000,1.00000000,0.00000000
158772.52981142,0.00000000,0.00000000,1.00000000,0.00000000
158772.53080996,0.00000000,0.00000000,1.00000000,0.00000000
158772.53180427,0.00000000,0.00000000,1.00000000,0.00000000
158772.53280432,0.00000000,0.00000000,1.00000000,0.00000000
158772.53380256,0.00000000,0.00000000,1.00000000,0.00000000
158772.53480230,0.00000000,0.00000000,1.00000000,0.00000000
158772.53580326,0.00000000,0.00000000,1.00000000,0.00000000
158772.53680240,0.00000000,0.00000000,1.00000000,0.00000000
158772.53780245,0.00000000,0.00000000,1.00000000,0.00000000
158772.53880370,0.00000000,0.00000000,1.00000000,0.00000000
158772.53980254,0.00000000,0.00000000,1.00000000,0.00000000
158772.54080320,0.00000000,0.00000000,1.00000000,0.00000000
158772.54180294,0.00000000,0.00000000,1.00000000,0.00000000
158772.54280329,0.00000000,0.00000000,1.00000000,0.00000000
158772.54380274,0.00000000,0.00000000,1.00000000,0.00000000
158772.54480973,0.00000000,0.00000000,1.00000000,0.00000000
