161764.71581968,0.00000000,5.00000000
161765.15924816,77.00000000,0.00000000
161765.16025092,77.00000000,0.00000000
161765.16126796,77.00000000,0.00000000
161765.16186748,77.00000000,0.00000000
161765.16329608,77.00000000,0.00000000
161765.16421776,77.00000000,0.00000000
161765.16520912,77.00000000,0.00000000
161765.16620776,77.00000000,0.00000000
161765.16724960,77.00000000,0.00000000
161765.16822072,77.00000000,0.00000000
161765.16929704,77.00000000,0.00000000
161765.17021660,77.00000000,0.00000000
161765.17122264,77.00000000,0.00000000
161765.17221684,77.00000000,0.00000000
161765.17334096,77.00000000,0.00000000
161765.17433508,77.00000000,0.00000000
161765.17533268,77.00000000,0.00000000
161765.17648360,77.00000000,0.00000000
161765.17725468,77.00000000,0.00000000
161765.17824384,77.00000000,0.00000000
161765.17921796,77.00000000,0.00000000
161765.18020852,77.00000000,0.00000000
161765.18120292,77.00000000,0.00000000
